PrimaryDI|publicDeviceRecordKey|publicVersionStatus|deviceRecordStatus|publicVersionNumber|publicVersionDate|devicePublishDate|deviceCommDistributionEndDate|deviceCommDistributionStatus|brandName|versionModelNumber|catalogNumber|dunsNumber|companyName|deviceCount|deviceDescription|DMExempt|premarketExempt|deviceHCTP|deviceKit|deviceCombinationProduct|singleUse|lotBatch|serialNumber|manufacturingDate|expirationDate|donationIdNumber|labeledContainsNRL|labeledNoNRL|MRISafetyStatus|rx|otc|deviceSterile|sterilizationPriorToUse
M7819180451|0942f76f-5f42-43e1-a8a9-6678499f8a5a|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|91-8045||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with heparin in the hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M7819180251|592e51c1-1c83-4a80-b87f-639aaf3cca6f|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|91-8025||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with heparin in the hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M7819160601|a5f44c76-fed0-4cac-b1f1-8ff4a15fc3b1|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|91-6060||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with heparin in the hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M7819160451|b3abcb5b-8647-4370-a553-7a2bfe56cdb6|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|91-6045||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with heparin in the hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M7819160251|edafd5dc-6c5d-4fed-9222-47984b64c092|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|91-6025||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with heparin in the hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M7819145451|6ac99210-ee90-4584-953e-3c0ef67c1d6d|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|91-4545||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with heparin in the hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M7819145251|2d13e837-1137-40ad-b20a-6c34d542e6cb|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|91-4525||138648154|Thermopeutix, Inc.|1|The TAPAS®  Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with heparin in the hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M7819110801|3a726511-0c88-4af7-9587-00548a1cf651|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|91-1080||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with heparin in the hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M7819110601|8ee99038-ac0c-4d17-b3ad-ef29915020fd|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|91-1060||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with heparin in the hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M7819110451|c2e681c8-cfdc-4c35-b6b9-b81f9ff52e0b|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|91-1045||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with heparin in the hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M78110480801|1dab8d8a-004e-405d-92ce-186968a57933|Update|Published|4|2019-03-21|2016-09-15||In Commercial Distribution|TAPAS® Catheter |104-8080||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M78110460601|fa3ab42c-76b3-493c-9c96-7a15e0316a6d|Update|Published|4|2019-03-21|2016-09-15||In Commercial Distribution|TAPAS® Catheter |104-6060||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M78110445451|39b38877-fef4-4277-9739-b169fe6bef64|Update|Published|4|2019-03-21|2016-09-15||In Commercial Distribution|TAPAS® Catheter |104-4545||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M78110080801|4d987585-de4f-4c97-9dce-7ba20b027b6d|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|100-8080||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M78110060601|4e9b03f0-7364-403c-9172-a31f78873b4c|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|100-6060||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M78110045251|49f8b3bf-b8fd-4807-82dc-8dcc69ea8157|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|100-4525||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
M78110010101|477c0e5b-fe55-403e-a704-627a13a82c9e|Update|Published|4|2019-03-21|2016-09-19||In Commercial Distribution|TAPAS® Catheter|100-1010||138648154|Thermopeutix, Inc.|1|The TAPAS® Catheter consists of a two concentric tubular shafts (proximal occlusion balloon and distal occlusion balloon, POB and DOB, respectively) and is used to infuse diagnostic and therapeutic agents to selected regions, as well as direct arterial blood or other solutions to a specific region or organ.  The proximal infusion lumen (Red) may be accessed using external devices connected to this lumen. There are three additional smaller lumens: one lumen is used for inflation of the balloon on the DOB; one lumen is used for inflation of the balloon on the POB; and one lumen permits pressure monitoring (Yellow) distal to the proximal occlusion balloon. The simultaneous inflation of the balloons may isolate a target region within a vessel and allow the infusion of a fluid agent into the vascular region of interest.  The catheter is supplied with hydrophilic coating.||||||true|true||true|true||||Labeling does not contain MRI Safety Information|true||true|
10887714025256|deb20f51-38ac-4346-bced-7a3ac702cf11|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB402070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025249|6d89c02c-af0d-47e6-9f0c-b55fd1ac93b0|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB402050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025232|47f53add-a0b0-4e5c-9491-997588646e95|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB402030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025225|96c62bb7-9a97-46e8-a8d6-4c6c1648c120|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB401070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025218|9dd60329-974f-48a9-9a7c-009bc260a5cb|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB401050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025201|d9318361-0012-441b-a54c-abb6ce89c2ba|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB401030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025195|df867e61-37d9-4471-bd76-567b1a86cd8a|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB352070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025188|18f899c6-b536-464d-8c65-ae9434ce02be|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB352050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025171|dc18d284-d8df-4da6-bd41-126bbe09a1e9|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB352030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025164|baf352c1-f8f3-45dd-928b-569e9d50ae91|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB351070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025157|bcac00a4-bcd7-401b-9cbe-6310ffcd841c|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB351050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025140|58c1a3c4-f01a-4223-9189-99f97b64413d|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB351030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025133|e21420fa-84f1-4701-9628-8195195c0771|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB302070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025126|8f3122ba-8a08-4b5f-b3ec-2f059cf96cb4|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB302050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025119|531f7ef6-9fe8-4ff4-bfa7-0d6b87aafa9a|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB302030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025102|92c99b02-4a85-45e1-8a89-8161ab385fd3|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB301070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025096|38b1f533-e2ef-4be9-8c86-0d73817c2228|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB301050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025089|b8ab0287-19ab-43ca-aaf5-729e9a747305|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB301030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025072|02e96c88-0f2f-431e-8f4f-7c24c15eb0f9|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB252070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025065|342da969-942e-4b51-beaa-dc064ac4619d|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB252050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025058|01dabe47-6469-4b5a-9efc-696619660edd|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB252030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025041|892a4a3b-0d7c-47f9-8ca0-8e9f1ba9f7b4|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB251070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025034|2cbde452-9df9-469f-b8ad-ef39ba4c1143|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB251050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025027|70f9f32e-9884-4d63-88db-3e165c68588f|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB251030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025010|caaee9fc-1550-4e9f-baab-dd10d290c0a8|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB202070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714025003|de34241b-0c73-4047-861d-2f54042ed587|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB202050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024990|9af3749e-ccf3-4cdc-9875-b0fd02b90db8|Update|Published|3|2018-07-06|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB202030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024983|9cf19b55-e5ce-4f9d-8199-e257f411c7f3|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB201070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024976|8bf06d37-e3b2-4b40-b4bb-1a4c9343d4dc|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB201050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024969|4aad7e10-fa48-4611-bafa-d1fe1a79d584|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB201030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024952|a47e2203-ff29-4b0c-afb7-58272c18dcfc|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB152070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024945|4533f8e7-7aa1-4fc1-b6fa-e4d3b1afe1f1|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB152050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024938|f81342b3-4248-4aa3-ae49-dce3446413b5|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB152030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024921|6a20756d-9204-4ce1-86cc-e9d7deabf029|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB151070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024914|be5c86af-8499-4fdd-bb63-882dbb4cebda|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB151050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024907|580fdd05-7101-49db-9420-c8ebb030072e|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB151030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024891|59541bb5-9e55-4f00-bf0f-6e1e76660ea2|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB404070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024884|30e70654-4cd5-4ed7-90bb-455933d01d24|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB404050|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024877|e46671ef-a942-4cec-86ff-5e723930bad9|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB404030|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
10887714024860|cf44d8fd-18cd-4c65-b729-a9b477e2b99b|Update|Published|4|2019-03-21|2016-09-20||In Commercial Distribution|REBOA Catheter|362|RB403070|114186877|NUMED, INC.|1|A coaxial catheter recommended for temporary occlusion of the aorta.||||||true|true|||true||||Labeling does not contain MRI Safety Information|true||true|true
